condition,MSc,age,female,nonUS,sensScale,MScIfControl,MScIfScared,sample,badRand,MScBadRand,Block,Select
0,20,75,1,0,0.13,20,17,1,0,20,NA,0
1,11,70,0,0,-3.77,11,11,1,1,11,NA,0
1,27,41,0,1,-0.71,26,27,1,0,26,NA,0
1,10,84,0,1,-0.36,10,10,1,0,10,NA,0
1,26,37,0,0,1.1,29,26,1,0,29,NA,0
0,33,44,1,0,0.37,33,28,1,0,33,NA,0
0,25,46,0,1,0.27,25,24,1,1,24,NA,0
1,35,21,1,1,1.12,36,35,1,1,35,NA,0
1,39,53,1,0,1.29,43,39,1,0,43,NA,0
1,31,66,1,0,1.48,32,31,1,1,31,NA,0
0,15,48,0,1,0.17,15,13,1,1,13,NA,0
0,18,37,0,1,0.45,18,16,1,0,18,NA,0
0,20,46,1,0,0.67,20,20,1,1,20,NA,0
0,29,57,1,0,1.51,29,24,1,1,24,NA,0
1,26,43,0,1,-0.81,23,26,1,1,26,NA,0
0,37,43,1,1,1.03,37,34,1,0,37,NA,0
0,48,55,1,0,1.06,48,41,1,0,48,NA,0
1,20,41,0,1,-0.67,18,20,1,1,20,NA,0
0,33,61,1,0,-0.24,33,32,1,0,33,NA,0
1,26,32,1,0,0.46,27,26,1,0,27,NA,0
0,15,56,0,1,-0.49,15,15,1,1,15,NA,0
1,22,41,1,1,0.41,24,22,1,1,22,NA,0
1,26,54,1,0,0.82,31,26,1,0,31,NA,0
0,9,49,0,1,-0.59,9,11,1,0,9,NA,0
0,23,57,0,0,0.22,23,22,1,1,22,NA,0
0,19,46,0,0,0.78,19,20,1,0,19,NA,0
1,23,63,1,1,-0.54,23,23,1,1,23,NA,0
1,28,33,0,0,0.77,33,28,1,0,33,NA,0
0,31,46,0,0,-0.42,31,32,1,1,32,NA,0
0,22,47,0,1,-1.69,22,23,1,1,23,NA,0
0,29,35,1,1,0.29,29,32,1,0,29,NA,0
0,7,76,0,0,0.43,7,3,1,0,7,NA,0
0,33,69,1,1,0.07,33,29,1,0,33,NA,0
0,16,76,0,0,0.14,16,10,1,0,16,NA,0
0,28,46,1,0,-0.42,28,25,1,0,28,NA,0
1,27,44,0,1,0.01,28,27,1,1,27,NA,0
1,15,50,0,0,-0.49,18,15,1,0,18,NA,0
0,19,46,0,0,1,19,15,1,0,19,NA,0
0,34,36,1,0,-0.95,34,31,1,1,31,NA,0
1,12,49,0,1,-0.48,11,12,1,1,12,NA,0
1,21,39,0,0,0.11,28,21,1,0,28,NA,0
0,22,35,0,0,-0.13,22,25,1,1,25,NA,0
0,34,48,1,0,0.05,34,35,1,1,35,NA,0
0,0,80,0,0,-1.41,0,0,1,0,0,NA,0
0,20,59,1,0,0.58,20,20,1,0,20,NA,0
0,20,45,1,0,0.01,20,20,1,1,20,NA,0
1,6,75,0,0,-0.67,9,6,1,1,6,NA,0
1,36,35,1,0,-1.01,40,36,1,0,40,NA,1
1,35,55,1,0,-2.03,33,35,1,1,35,NA,0
0,25,51,1,0,-0.49,25,24,1,1,24,NA,0
0,8,47,1,0,0.36,8,5,1,1,5,NA,0
0,22,63,0,0,0.19,22,16,1,0,22,NA,0
1,18,59,0,0,0.17,22,18,1,0,22,NA,0
1,23,46,1,0,0.56,27,23,1,0,27,NA,0
1,27,31,0,1,-0.11,30,27,1,0,30,NA,0
1,15,61,1,0,0.09,16,15,1,1,15,NA,0
1,12,45,0,1,-0.43,14,12,1,0,14,NA,0
0,25,43,1,1,-1.76,25,26,1,1,26,NA,0
1,8,54,0,1,0.24,7,8,1,1,8,NA,0
0,30,35,1,0,1.9,30,23,1,0,30,NA,0
1,31,58,1,1,0.11,31,31,1,1,31,NA,0
1,8,70,0,0,0.64,9,8,1,1,8,NA,0
0,21,52,0,1,0.09,21,21,1,1,21,NA,0
0,22,55,0,0,0.83,22,16,1,0,22,NA,0
0,37,21,1,0,0.19,37,36,1,1,36,NA,0
1,24,66,1,0,2.05,29,24,1,0,29,NA,0
0,16,56,0,0,0.07,16,15,1,1,15,NA,0
0,22,34,0,1,-0.86,22,24,1,1,24,NA,0
1,22,54,1,0,0.22,29,22,1,1,22,NA,0
0,25,67,1,1,0.49,25,25,1,0,25,NA,0
0,21,51,1,0,-0.42,21,24,1,1,24,NA,0
1,0,85,0,0,2.13,3,0,1,0,3,NA,0
1,10,54,0,0,-0.25,9,10,1,1,10,NA,0
0,5,58,0,0,-0.21,5,1,1,0,5,NA,0
0,27,77,1,0,1.13,27,23,1,1,23,NA,0
0,27,33,0,1,0.42,27,22,1,1,22,NA,0
1,24,57,0,0,-0.52,26,24,1,1,24,NA,0
0,24,71,1,1,-1.84,24,30,1,1,30,NA,0
1,24,50,1,0,0.59,25,24,1,0,25,NA,0
1,19,55,1,0,-0.75,21,19,1,0,21,NA,0
1,14,50,0,0,0.2,19,14,1,0,19,NA,0
1,27,57,1,0,-0.07,31,27,1,1,27,NA,0
0,19,53,0,1,0.48,19,21,1,1,21,NA,0
1,16,44,0,0,-0.04,16,16,1,1,16,NA,0
1,28,69,1,0,-1.79,27,28,1,1,28,NA,0
1,14,62,1,1,0.32,15,14,1,0,15,NA,0
1,26,46,0,0,1.09,28,26,1,0,28,NA,0
1,20,60,1,0,-0.8,21,20,1,1,20,NA,0
0,28,42,1,0,0.4,28,29,1,0,28,NA,0
0,12,56,1,0,-0.23,12,10,1,0,12,NA,0
1,24,41,1,0,-0.69,27,24,1,1,24,NA,0
1,24,48,0,0,-0.28,26,24,1,1,24,NA,0
0,17,40,1,0,2.04,17,9,1,0,17,NA,0
0,9,47,0,1,-0.09,9,7,1,0,9,NA,0
0,36,55,1,1,-0.36,36,36,1,1,36,NA,0
1,16,48,0,0,-0.43,22,16,1,0,22,NA,0
0,15,40,0,0,-1.79,15,18,1,1,18,NA,0
1,36,46,0,1,-0.72,32,36,1,1,36,NA,0
1,33,60,1,1,-1.2,27,33,1,1,33,NA,0
0,26,39,1,0,1.63,26,23,1,0,26,NA,0
1,17,64,0,0,-1.43,21,17,1,1,17,NA,0
1,34,47,1,0,-2.33,31,34,1,0,31,NA,0
0,27,51,1,0,-0.7,27,29,1,1,29,NA,0
1,29,32,0,0,0.31,29,29,1,1,29,NA,0
0,38,25,1,0,0.99,38,37,1,1,37,NA,0
0,31,44,0,0,-1.84,31,33,1,1,33,NA,0
1,20,59,1,0,-0.53,22,20,1,1,20,NA,0
1,20,62,1,1,-0.53,16,20,1,0,16,NA,0
1,15,47,0,1,1.2,19,15,1,1,15,NA,0
0,27,54,0,0,-1.69,27,30,1,1,30,NA,0
0,31,31,0,1,-1.74,31,36,1,1,36,NA,0
1,23,51,1,1,-0.2,23,23,1,0,23,NA,0
1,25,49,1,0,1.39,29,25,1,0,29,NA,0
1,25,62,0,0,-0.24,24,25,1,1,25,NA,0
0,29,54,1,0,1.09,29,23,1,0,29,NA,0
1,23,41,0,1,1.14,25,23,1,0,25,NA,0
1,31,38,1,0,0.97,37,31,1,0,37,NA,0
0,21,39,1,0,-1.88,21,24,1,1,24,NA,0
1,10,55,0,0,0.32,14,10,1,0,14,NA,0
0,27,44,0,1,2.26,27,25,1,0,27,2,0
1,15,61,0,0,0.02,15,15,1,0,15,NA,0
1,16,49,0,0,-1.36,13,16,1,1,16,NA,0
0,8,54,0,0,1.92,8,1,1,0,8,NA,0
1,31,51,1,0,-1.91,32,31,1,1,31,NA,0
1,24,26,0,0,1.39,29,24,1,0,29,NA,0
1,30,45,1,0,-0.64,30,30,1,0,30,NA,0
1,15,60,0,1,1.11,19,15,1,0,19,NA,0
0,28,23,0,0,0.13,28,26,1,1,26,NA,0
1,24,48,0,0,-1.31,24,24,1,1,24,NA,0
0,34,25,1,0,-0.56,34,33,1,0,34,NA,0
1,10,64,1,0,1.22,16,10,1,0,16,NA,0
0,21,56,1,0,0.25,21,18,1,1,18,NA,0
0,33,46,0,0,0.06,33,31,1,1,31,NA,0
0,29,47,1,1,1.14,29,25,1,0,29,NA,0
1,21,60,1,1,-0.75,20,21,1,1,21,NA,0
0,5,52,0,0,-0.91,5,8,1,1,8,NA,0
0,15,47,0,1,-0.9,15,15,1,0,15,NA,0
0,24,47,0,0,0.58,24,20,1,0,24,NA,0
1,31,56,1,0,-2.04,30,31,1,1,31,NA,0
1,17,59,0,0,-1.15,17,17,1,1,17,NA,0
0,11,54,0,1,0.05,11,12,1,0,11,NA,0
1,41,46,1,1,0.36,40,41,1,0,40,NA,0
1,19,38,1,0,-0.24,21,19,1,1,19,NA,0
1,14,62,0,1,0.25,15,14,1,0,15,NA,0
1,26,62,1,1,-0.81,28,26,1,0,28,NA,0
1,24,57,1,0,0.12,26,24,1,0,26,NA,0
1,14,52,1,0,-0.89,15,14,1,0,15,NA,0
1,23,32,0,0,-0.65,22,23,1,1,23,NA,0
1,46,36,0,1,-1.17,46,46,1,1,46,NA,0
0,14,42,0,0,0.92,14,9,1,1,9,NA,0
0,24,51,1,1,1.5,24,21,1,0,24,NA,0
0,27,46,0,0,2.5,27,18,1,0,27,NA,0
0,15,48,1,0,0.04,15,13,1,1,13,NA,0
1,17,45,0,1,-1.17,18,17,1,1,17,NA,0
1,12,53,0,0,-0.55,14,12,1,0,14,NA,0
0,16,41,0,1,0.13,16,15,1,1,15,NA,0
0,8,50,0,0,-1.91,8,10,1,0,8,NA,0
1,30,50,0,0,1.05,31,30,1,0,31,NA,0
1,17,59,0,0,1.31,22,17,1,0,22,NA,0
1,3,84,0,1,0.11,0,3,1,0,0,NA,0
1,18,43,0,0,0.05,18,18,1,0,18,NA,0
0,20,39,0,1,0.73,20,19,1,0,20,NA,0
0,37,56,1,0,-0.26,37,37,1,1,37,NA,0
0,38,35,1,0,-1.37,38,39,1,1,39,NA,0
1,24,49,0,1,1.36,22,24,1,0,22,NA,0
1,20,55,0,0,-1.99,20,20,1,1,20,NA,0
1,19,64,0,0,-1.41,19,19,1,1,19,NA,0
1,16,69,1,0,0.48,20,16,1,0,20,NA,0
0,29,39,1,1,-0.04,29,32,1,1,32,NA,0
1,32,49,0,0,-1.73,28,32,1,1,32,NA,0
0,21,44,1,0,-1.2,21,21,1,1,21,NA,0
1,2,66,0,0,0.12,7,2,1,1,2,NA,0
0,38,57,1,0,0.11,38,38,1,1,38,NA,0
0,28,66,1,0,0.88,28,24,1,1,24,NA,0
0,30,49,0,0,-0.6,30,31,1,0,30,NA,0
1,26,43,1,0,-1.65,28,26,1,1,26,NA,0
0,28,57,0,0,1.73,28,23,1,1,23,NA,0
1,20,48,0,1,-0.12,22,20,1,1,20,NA,0
0,20,32,0,0,0.67,20,17,1,1,17,NA,0
1,18,46,0,0,1.73,21,18,1,0,21,NA,0
1,28,52,0,1,1.93,32,28,1,0,32,NA,0
0,20,35,1,0,1.24,20,21,1,0,20,NA,0
1,22,36,0,1,0.44,23,22,1,0,23,NA,0
1,22,69,1,1,1.95,26,22,1,1,22,NA,1
1,38,47,1,1,-2.11,31,38,1,1,38,NA,0
1,26,60,1,1,-0.38,24,26,1,1,26,NA,0
1,26,32,0,0,-0.66,24,26,1,0,24,NA,0
1,20,51,1,0,0.83,25,20,1,1,20,NA,0
1,19,67,1,0,0.5,22,19,1,1,19,NA,0
1,16,77,0,1,-1.21,16,16,1,1,16,NA,0
0,22,39,0,0,-0.98,22,21,1,0,22,NA,1
1,0,83,0,1,2.14,4,0,1,0,4,NA,0
0,30,48,1,0,0.93,30,27,1,0,30,NA,0
1,29,21,0,0,-0.45,32,29,1,0,32,NA,0
1,19,24,1,0,0.82,20,19,1,0,20,NA,0
0,7,68,0,0,-0.78,7,7,1,1,7,NA,0
1,18,48,0,1,0.17,18,18,1,0,18,NA,0
0,12,57,0,1,-0.83,12,16,1,0,12,NA,0
1,13,51,0,0,-0.64,18,13,1,1,13,NA,0
1,23,46,1,0,-2.68,18,23,1,1,23,NA,0
1,9,63,0,0,-0.48,11,9,1,1,9,NA,0
1,26,54,0,0,-1.01,26,26,1,1,26,NA,0
1,17,63,0,1,-0.88,18,17,1,1,17,NA,0
0,27,62,1,0,0.65,27,27,1,0,27,NA,0
0,27,49,1,0,-0.72,27,26,1,1,26,NA,0
0,22,71,1,0,-0.02,22,22,1,0,22,NA,0
0,45,23,1,0,-0.02,45,42,1,0,45,NA,0
1,1,80,0,0,0.52,0,1,1,1,1,NA,0
1,19,58,0,0,-1,14,19,1,1,19,NA,0
0,27,48,0,0,-0.35,27,24,1,0,27,NA,0
1,16,51,1,0,0.79,21,16,1,1,16,NA,0
1,18,43,0,1,-1.14,17,18,1,1,18,NA,0
1,23,57,1,0,-0.41,24,23,1,0,24,NA,0
0,18,49,0,0,1.79,18,12,1,0,18,NA,0
0,22,48,1,1,-1.19,22,26,1,1,26,NA,0
0,29,33,1,0,2.02,29,26,1,0,29,NA,0
1,15,52,1,0,-0.32,17,15,1,0,17,NA,0
0,38,46,1,0,-0.26,38,35,1,1,35,NA,0
1,17,66,1,0,1.24,20,17,1,0,20,NA,0
1,32,54,1,0,-1.14,30,32,1,1,32,NA,0
0,22,63,1,0,1.25,22,16,1,0,22,NA,0
0,27,47,0,1,0.85,27,28,1,0,27,NA,0
0,30,69,1,0,0.73,30,26,1,1,26,NA,0
0,35,46,1,0,0.53,35,35,1,0,35,NA,0
0,7,69,0,0,0.53,7,1,1,1,1,NA,0
0,21,57,0,0,0.76,21,16,1,0,21,NA,0
1,13,42,0,0,2.14,24,13,1,0,24,NA,0
1,18,70,0,0,0.49,19,18,1,1,18,NA,0
0,36,58,1,0,-0.07,36,36,1,0,36,NA,0
1,22,53,1,1,1.98,27,22,1,0,27,NA,0
0,23,55,1,1,-0.05,23,24,1,1,24,NA,0
0,37,51,1,0,-0.23,37,32,1,1,32,NA,0
1,19,45,0,0,1.42,22,19,1,0,22,NA,0
1,6,39,0,0,1.06,8,6,1,0,8,NA,0
0,24,57,1,0,1.11,24,21,1,0,24,NA,0
1,6,77,1,1,0.6,5,6,1,0,5,NA,0
0,24,52,1,0,-0.83,24,25,1,1,25,NA,0
1,8,61,0,0,1.39,11,8,1,0,11,NA,0
1,27,69,1,1,0.79,30,27,1,0,30,NA,0
0,29,39,1,0,0.59,29,26,1,0,29,NA,0
0,14,47,0,1,-1.21,14,15,1,1,15,NA,0
1,31,64,1,1,-1.41,28,31,1,1,31,NA,0
1,22,63,0,1,-0.28,18,22,1,1,22,NA,0
0,34,43,0,0,-0.07,34,34,1,0,34,NA,0
0,21,46,0,0,0.48,21,19,1,0,21,NA,0
1,32,47,0,0,-1.01,31,32,1,1,32,NA,0
0,28,39,1,0,2.11,28,21,1,0,28,NA,0
1,37,27,1,1,-1.81,35,37,1,1,37,NA,0
0,30,30,0,1,-1.43,30,36,1,1,36,NA,0
0,18,66,1,0,-0.43,18,18,1,0,18,NA,0
1,13,68,0,0,-0.72,14,13,1,1,13,NA,0
0,27,49,1,0,0.07,27,23,1,0,27,NA,0
1,13,45,0,0,-0.65,12,13,1,1,13,NA,0
1,36,27,1,1,-0.3,32,36,1,0,32,NA,0
0,25,21,0,0,-2.05,25,31,1,1,31,NA,0
0,23,51,0,0,1.09,23,19,1,0,23,NA,0
0,14,31,1,1,0.67,14,14,1,1,14,NA,0
1,23,64,1,0,0.5,27,23,1,0,27,NA,0
0,19,44,0,0,0.24,19,15,1,1,15,NA,0
0,22,67,1,0,0.02,22,22,1,1,22,NA,0
0,13,42,0,1,-0.96,13,16,1,1,16,NA,0
1,12,40,0,0,1.26,14,12,1,0,14,NA,0
0,39,59,1,1,-0.85,39,39,1,0,39,NA,0
0,21,54,0,1,0.11,21,18,1,0,21,NA,0
0,22,61,1,0,0.23,22,21,1,0,22,NA,0
1,26,51,1,0,0.29,25,26,1,1,26,NA,0
1,1,64,0,0,0.22,3,1,1,0,3,NA,0
0,36,48,1,0,-1.13,36,36,1,1,36,NA,0
0,31,35,0,0,-0.32,31,32,1,1,32,NA,0
0,18,44,0,0,-0.55,18,18,1,0,18,NA,0
0,3,75,0,0,-0.06,3,0,1,0,3,NA,0
1,19,44,1,0,0.05,24,19,1,1,19,NA,0
1,21,57,0,1,1.42,23,21,1,0,23,NA,0
0,36,35,1,1,-0.7,36,40,1,1,40,NA,0
1,18,60,1,0,1.16,24,18,1,0,24,NA,0
0,36,32,0,1,0.44,36,36,1,0,36,NA,0
1,37,52,1,0,-0.84,34,37,1,0,34,NA,0
0,23,57,0,0,-0.86,23,21,1,1,21,NA,0
1,25,27,1,1,-0.05,25,25,1,1,25,NA,0
0,16,69,0,0,0.99,16,11,1,1,11,NA,0
1,28,45,0,0,-0.73,27,28,1,0,27,NA,0
1,34,33,1,1,1.45,37,34,1,0,37,NA,0
0,36,57,1,0,-0.15,36,35,1,1,35,NA,0
1,24,51,1,0,-0.74,22,24,1,0,22,NA,0
0,8,73,0,1,-0.12,8,11,1,1,11,NA,0
0,23,38,1,0,-0.78,23,23,1,1,23,NA,0
0,30,23,1,0,-1.46,30,30,1,1,30,NA,0
1,22,38,1,0,-0.92,21,22,1,0,21,NA,0
0,18,59,0,0,0.04,18,20,1,0,18,NA,0
0,36,72,1,0,-0.57,36,35,1,1,35,NA,0
1,37,61,1,1,1,40,37,1,1,37,NA,0
0,25,66,1,0,0.96,25,17,1,0,25,NA,0
1,28,43,1,1,2.08,33,28,1,0,33,NA,0
0,22,50,0,0,-1.53,22,25,1,1,25,NA,0
1,26,61,1,1,-0.85,21,26,1,1,26,NA,0
1,29,45,1,1,-0.23,24,29,1,1,29,NA,0
1,22,54,0,1,0.04,21,22,1,1,22,NA,0
0,29,29,0,0,0.16,29,28,1,1,28,NA,0
0,25,44,0,0,1.19,25,17,1,1,17,NA,0
0,30,40,1,0,-0.52,30,30,1,1,30,NA,0
0,29,51,1,0,1.93,29,22,1,0,29,NA,0
0,17,41,1,0,-0.02,17,17,1,0,17,NA,0
1,50,52,1,0,-1.27,46,50,1,1,50,NA,0
1,13,81,1,0,0.5,15,13,1,0,15,NA,0
1,3,66,0,0,1.23,8,3,1,0,8,NA,0
1,17,66,1,0,-0.41,22,17,1,1,17,NA,0
0,32,55,1,0,-0.36,32,29,1,1,29,NA,0
0,15,62,0,0,-1.35,15,15,1,0,15,NA,0
0,12,53,0,0,-0.84,12,10,1,0,12,NA,0
0,6,64,0,0,-0.89,6,2,1,0,6,NA,0
0,24,45,0,1,0.46,24,22,1,0,24,NA,0
0,22,38,0,0,0.21,22,20,1,0,22,NA,0
0,24,53,1,0,-1.05,24,21,1,1,21,NA,0
1,38,65,1,0,-0.8,38,38,1,0,38,NA,0
0,9,62,0,0,-0.59,9,7,1,1,7,NA,0
0,32,34,1,0,1.18,32,25,1,1,25,NA,0
1,24,31,0,1,-0.48,26,24,1,0,26,NA,0
0,11,66,0,1,1.34,11,7,1,0,11,NA,0
1,35,44,1,0,-0.53,37,35,1,0,37,NA,0
1,0,52,0,0,1.49,5,0,1,0,5,NA,0
0,27,39,1,1,-1.28,27,30,1,1,30,NA,0
0,34,55,1,0,-1.03,34,31,1,1,31,NA,0
1,17,57,0,0,1,19,17,1,0,19,NA,0
1,12,59,0,0,-0.16,15,12,1,0,15,NA,0
1,29,61,1,0,0.51,31,29,1,0,31,NA,0
1,26,37,0,0,0.4,27,26,1,1,26,NA,0
0,20,51,0,1,1.03,20,18,1,1,18,NA,1
0,20,34,0,1,0.39,20,17,1,0,20,NA,0
0,16,63,0,0,0.05,16,14,1,1,14,NA,0
1,12,59,0,1,0.29,12,12,1,1,12,NA,0
0,21,57,1,0,-0.39,21,21,1,1,21,NA,0
0,26,56,0,0,-0.91,26,29,1,0,26,NA,0
0,24,59,1,0,-0.01,24,20,1,0,24,NA,0
0,28,49,1,1,-1.02,28,32,1,1,32,NA,0
0,6,76,1,0,0.13,6,2,1,0,6,NA,0
0,29,48,1,0,-1.25,29,27,1,0,29,NA,0
0,25,46,0,1,1.28,25,22,1,0,25,NA,0
1,7,53,0,0,-0.48,9,7,1,1,7,NA,0
1,13,41,1,0,1.11,19,13,1,1,13,NA,1
0,14,41,0,0,-0.05,14,18,1,1,18,NA,0
0,16,35,0,0,-1.08,16,17,1,1,17,NA,0
0,13,59,0,0,0.11,13,5,1,1,5,NA,0
1,24,48,1,0,-0.64,27,24,1,0,27,NA,0
0,23,35,0,0,-0.03,23,19,1,0,23,NA,0
1,32,32,0,0,-0.17,30,32,1,1,32,NA,0
1,31,48,1,1,-0.93,29,31,1,1,31,NA,0
0,33,40,1,0,-0.15,33,31,1,0,33,NA,0
0,0,36,0,0,-0.36,0,0,1,0,0,NA,0
0,21,52,0,0,0.27,21,19,1,0,21,NA,0
0,29,39,0,1,-1.08,29,30,1,1,30,NA,0
0,17,48,0,1,0.14,17,19,1,1,19,NA,0
1,30,47,1,0,-0.56,27,30,1,1,30,NA,0
1,26,41,1,0,-1.08,25,26,1,0,25,NA,0
1,8,41,0,0,0.87,16,8,1,0,16,NA,0
1,36,43,1,0,-1.01,37,36,1,1,36,NA,0
1,16,53,0,1,0.41,16,16,1,0,16,NA,0
1,34,41,1,1,-0.6,29,34,1,1,34,NA,0
1,6,62,0,0,-0.76,6,6,1,0,6,NA,0
0,29,59,1,1,-0.48,29,30,1,0,29,NA,0
1,16,57,0,0,-0.15,19,16,1,0,19,NA,0
1,23,43,0,0,-1.04,24,23,1,1,23,NA,0
0,3,54,1,1,-0.06,3,2,1,1,2,NA,0
1,17,39,0,1,0.14,22,17,1,0,22,NA,0
1,13,64,0,0,0.05,18,13,1,1,13,NA,0
1,21,36,0,0,-0.22,23,21,1,1,21,NA,0
0,21,58,0,0,-2.3,21,22,1,0,21,NA,0
1,32,54,1,1,-2.32,28,32,1,1,32,NA,0
1,15,50,1,0,0.7,18,15,1,0,18,NA,0
1,26,46,1,0,1.99,32,26,1,0,32,NA,0
1,36,43,0,1,0.09,36,36,1,1,36,NA,0
1,22,36,0,0,0.68,23,22,1,1,22,NA,0
1,9,71,0,0,-0.54,13,9,1,0,13,NA,0
0,29,32,1,0,-2.26,29,34,1,1,34,NA,0
1,1,69,0,0,0.83,7,1,1,0,7,NA,0
1,25,61,1,0,-0.74,26,25,1,1,25,NA,0
0,12,71,0,1,-1.66,12,14,1,1,14,NA,0
0,16,44,0,0,0.57,16,20,1,0,16,NA,0
1,13,47,1,0,0.96,15,13,1,0,15,NA,0
1,27,33,0,0,-0.87,27,27,1,1,27,NA,0
1,47,32,1,1,0.71,44,47,1,0,44,NA,0
0,18,42,0,0,-0.59,18,17,1,1,17,NA,0
1,30,64,1,1,-1.61,27,30,1,0,27,NA,0
1,15,61,1,1,1.61,14,15,1,0,14,NA,0
1,30,45,0,0,0.22,35,30,1,1,30,NA,0
0,35,47,1,1,0.93,35,29,1,0,35,NA,0
0,34,40,1,0,0.53,34,31,1,1,31,NA,0
1,27,47,1,0,0.4,29,27,1,1,27,NA,0
0,18,46,1,1,-0.07,18,19,1,0,18,NA,0
1,28,58,1,0,1.67,31,28,1,0,31,NA,0
0,40,45,1,1,-0.38,40,40,1,0,40,NA,0
1,32,36,1,0,-1.11,26,32,1,1,32,NA,0
1,35,22,0,0,-0.44,37,35,1,1,35,NA,0
0,34,63,1,0,1.54,34,27,1,0,34,NA,0
1,30,48,1,1,-1.02,30,30,1,1,30,NA,0
1,29,46,0,0,0.29,34,29,1,1,29,NA,0
0,42,40,0,0,0.07,42,42,1,1,42,NA,0
0,11,66,1,0,-0.99,11,15,1,1,15,NA,0
0,21,56,1,1,-2.15,21,20,1,1,20,NA,0
0,16,39,0,0,0.86,16,12,1,0,16,NA,0
0,27,53,0,1,-0.4,27,28,1,0,27,NA,0
0,32,48,1,0,1.06,32,24,1,0,32,NA,0
0,13,83,0,0,0.97,13,8,1,1,8,NA,0
1,15,60,0,1,0.53,13,15,1,1,15,NA,0
0,26,31,0,0,1.64,26,21,1,0,26,NA,1
1,28,66,1,0,0.98,31,28,1,1,28,NA,0
1,10,62,1,0,0.66,14,10,1,0,14,NA,0
0,20,45,1,0,-0.4,20,20,1,1,20,NA,0
1,18,46,1,0,-0.16,21,18,1,0,21,NA,0
1,4,56,0,0,0.85,8,4,1,0,8,NA,0
1,36,42,1,0,-2.51,36,36,1,1,36,NA,0
0,20,37,0,0,-0.73,20,18,1,0,20,NA,0
0,24,84,1,0,-0.72,24,26,1,1,26,NA,0
0,16,63,0,0,0.86,16,13,1,0,16,NA,0
1,25,56,1,0,0.82,30,25,1,1,25,NA,0
0,26,48,1,0,0.36,26,24,1,0,26,NA,0
1,33,70,1,0,-1.79,32,33,1,1,33,NA,0
0,22,39,0,0,-1.45,22,25,1,1,25,NA,0
0,12,64,0,0,0.53,12,9,1,0,12,NA,0
1,29,43,1,1,-0.29,26,29,1,0,26,NA,0
0,39,29,1,1,-1.12,39,46,1,0,39,NA,0
1,16,42,0,0,-1.4,17,16,1,1,16,NA,0
1,17,51,0,1,0.65,19,17,1,0,19,NA,0
1,22,63,1,0,-1.89,21,22,1,1,22,NA,0
0,19,59,0,1,0.11,19,25,1,0,19,NA,0
1,25,78,1,1,0.76,25,25,1,0,25,NA,0
0,14,47,0,0,0.53,14,10,1,1,10,NA,0
0,27,39,1,0,1.33,27,26,1,0,27,NA,0
1,22,69,1,0,-0.35,25,22,1,0,25,NA,0
1,27,66,1,0,0.57,27,27,1,0,27,NA,0
1,18,44,0,0,0.94,24,18,1,0,24,NA,0
1,41,31,0,0,-0.49,41,41,1,1,41,NA,0
1,31,49,1,0,0.18,36,31,1,0,36,NA,0
0,39,28,0,0,-0.39,39,37,1,1,37,NA,0
0,20,35,1,1,1.62,20,16,1,0,20,NA,0
1,14,58,1,0,1.32,19,14,1,0,19,NA,0
0,36,22,0,1,1.91,36,31,1,0,36,NA,0
0,15,38,0,0,0.55,15,10,1,0,15,NA,0
0,31,46,0,0,-1.06,31,31,1,1,31,NA,0
1,15,49,0,0,0.34,19,15,1,0,19,NA,0
0,30,50,1,1,-1.78,30,32,1,1,32,NA,0
0,15,60,0,0,1.87,15,11,1,0,15,NA,0
1,32,40,1,1,-0.45,33,32,1,1,32,NA,0
0,26,55,1,1,-1.01,26,27,1,0,26,NA,0
0,33,56,1,1,-0.38,33,34,1,1,34,NA,0
1,2,71,0,1,-0.49,1,2,1,1,2,NA,0
1,22,46,1,0,-1.22,24,22,1,1,22,NA,0
1,27,48,1,0,0.04,29,27,1,1,27,NA,0
0,34,41,0,0,0.45,34,32,1,1,32,NA,0
0,32,51,1,1,1.58,32,26,1,0,32,NA,0
1,33,50,0,0,-0.63,34,33,1,1,33,NA,0
0,19,71,0,0,0.15,19,17,1,1,17,NA,0
1,31,47,0,1,-0.67,29,31,1,0,29,NA,0
0,28,49,1,0,0.48,28,27,1,0,28,NA,0
0,39,48,1,1,-0.23,39,40,1,1,40,NA,0
0,37,48,1,0,-0.61,37,35,1,1,35,NA,0
1,0,68,0,1,0.01,3,0,1,1,0,NA,0
1,8,65,0,0,0.72,12,8,1,1,8,NA,0
1,11,46,0,0,-0.6,15,11,1,1,11,NA,0
1,24,60,1,0,0.8,26,24,1,0,26,NA,0
0,19,56,0,0,0.55,19,17,1,0,19,NA,0
1,13,50,0,0,0.4,14,13,1,0,14,NA,0
1,17,47,0,0,3.16,25,17,1,0,25,NA,0
1,23,32,0,0,-1.11,22,23,1,0,22,NA,0
1,17,54,1,0,-2.07,16,17,1,1,17,NA,0
1,18,68,1,0,-0.17,23,18,1,0,23,NA,0
0,24,38,1,1,1.55,24,21,1,0,24,NA,0
1,22,62,1,0,0.3,24,22,1,1,22,NA,0
1,36,43,1,0,0.54,33,36,1,0,33,NA,0
0,28,50,1,0,1.71,28,22,1,0,28,NA,0
0,26,47,1,0,0.86,26,22,1,1,22,NA,0
0,20,41,0,0,1.92,20,13,1,0,20,NA,0
0,23,59,1,0,0.1,23,18,1,0,23,NA,0
1,32,46,0,1,-2.21,26,32,1,1,32,NA,0
